week,date,ask,bid
Week 2,29Aug2008,16266.65714,16871.34286
Week 3,05Sep2008,16280.85714,16880.40000
Week 4,12Sep2008,16292.45714,16858.84286
Week 1,19Sep2008,16305.58571,16857.01429
Week 2,26Sep2008,16327.50000,16880.72857
Week 3,03Oct2008,16370.12857,16952.02857
Week 4,10Oct2008,16333.04286,16921.17143
Week 1,17Oct2008,16368.17143,16967.44286
Week 2,24Oct2008,16494.75714,17126.75714
Week 3,31Oct2008,16554.30000,17154.51429
Week 4,07Nov2008,16651.60000,17264.97143
Week 1,14Nov2008,16680.30000,17279.55714
Week 2,21Nov2008,16702.10000,17303.07143
Week 3,28Nov2008,16727.91429,17334.74286
Week 4,05Dec2008,16646.42857,17276.92857
Week 1,12Dec2008,16661.35714,17289.22857
Week 2,19Dec2008,16731.85714,17339.51429
Week 3,26Dec2008,16886.22857,17488.24286
Week 4,02Jan2009,17150.41429,17786.17143
Week 1,09Jan2009,17196.27143,17795.28571
Week 2,16Jan2009,17130.48571,17780.42857
Week 3,23Jan2009,17075.72857,17713.97143
Week 4,30Jan2009,17151.54286,17794.57143
Week 1,06Feb2009,17075.58571,17712.11429
Week 2,13Feb2009,17095.62857,17719.30000
Week 3,20Feb2009,17016.52857,17624.64286
Week 4,27Feb2009,17067.84286,17662.45714
Week 1,06Mar2009,17086.70000,17696.58571
Week 2,13Mar2009,17028.98571,17637.01429
Week 3,20Mar2009,17109.40000,17710.35714
Week 4,27Mar2009,17416.28571,18015.45714
Week 1,03Apr2009,17389.00000,17986.50000
Week 2,10Apr2009,17531.57143,18137.54286
Week 3,17Apr2009,17415.61429,18027.51429
Week 4,24Apr2009,17425.51429,18030.91429
Week 1,01May2009,17485.37143,18087.85714
Week 2,08May2009,17374.55714,17956.21429
Week 3,15May2009,17393.52857,17968.27143
Week 4,22May2009,17341.98571,17898.41429
Week 1,29May2009,17303.68571,17851.94286
Week 2,05Jun2009,17368.60000,17917.41429
Week 3,12Jun2009,17258.87143,17809.64286
Week 4,19Jun2009,17316.72857,17873.67143
Week 1,26Jun2009,17405.31429,17963.25714
Week 2,03Jul2009,17511.90000,18083.92857
Week 3,10Jul2009,17544.25714,18036.75714
Week 4,17Jul2009,17392.62857,17946.05714
Week 1,24Jul2009,17342.97143,17886.58571
Week 2,31Jul2009,17560.07143,17876.27143
Week 3,07Aug2009,17411.42857,17876.34286
Week 4,14Aug2009,17423.65714,17865.62857
Week 1,21Aug2009,17594.12857,18077.52857
Week 2,28Aug2009,17597.45714,18102.78571
Week 3,04Sep2009,17600.67143,18095.70000
Week 4,11Sep2009,17671.97143,18078.15714
Week 1,18Sep2009,17647.22857,18114.64286
Week 2,25Sep2009,17611.47143,18105.18571
Week 3,02Oct2009,17565.71429,18090.94286
Week 4,09Oct2009,17605.45714,18118.71429
Week 1,16Oct2009,17686.97143,18076.20000
Week 2,23Oct2009,17762.91429,18034.74286
Week 3,30Oct2009,17738.80000,18053.52857
Week 4,06Nov2009,17732.61429,18021.98571
Week 1,13Nov2009,17753.35714,18025.84286
Week 2,20Nov2009,17833.24286,18212.31429
Week 3,27Nov2009,18119.32857,18589.84286
Week 4,04Dec2009,18377.92857,18828.15714
Week 1,11Dec2009,18253.54286,18688.95714
Week 2,18Dec2009,18265.54286,18684.94286
Week 3,25Dec2009,18305.95714,18650.98571
Week 4,01Jan2010,18328.85714,18636.61429
Week 1,08Jan2010,18231.95714,18709.07143
Week 2,15Jan2010,18197.11429,18754.40000
Week 3,22Jan2010,18219.82857,18707.30000
Week 4,29Jan2010,18283.24286,18725.01429
Week 1,05Feb2010,18348.48571,18628.58571
Week 2,12Feb2010,18528.92857,18808.45714
Week 3,19Feb2010,18574.70000,19089.34286
Week 4,26Feb2010,18747.61429,19188.15714
Week 1,05Mar2010,18877.98571,19301.37143
Week 2,12Mar2010,18847.58571,19189.65714
Week 3,19Mar2010,18782.85714,19168.24286
Week 4,26Mar2010,18857.21429,19307.45714
Week 1,02Apr2010,18844.72857,19296.58571
Week 2,09Apr2010,18855.68571,19207.50000
Week 3,16Apr2010,18744.20000,19229.58571
Week 4,23Apr2010,18751.32857,19199.41429
Week 1,30Apr2010,18738.05714,19236.84286
Week 2,07May2010,18770.98571,19306.04286
Week 3,14May2010,18778.37143,19256.48571
Week 4,21May2010,18710.01429,19204.32857
Week 1,28May2010,18750.65714,19209.31429
Week 2,04Jun2010,18787.40000,19360.74286
Week 3,11Jun2010,18761.95714,19219.82857
Week 4,18Jun2010,18758.91429,19215.17143
Week 1,25Jun2010,18757.78571,19216.42857
Week 2,02Jul2010,18784.95714,19299.80000
Week 3,09Jul2010,18783.40000,19406.97143
Week 4,16Jul2010,18964.21429,19234.91429
Week 1,23Jul2010,18928.61429,19302.38571
Week 2,30Jul2010,18882.08571,19269.80000
Week 3,06Aug2010,18854.35714,19245.52857
Week 4,13Aug2010,18906.42857,19384.60000
Week 1,20Aug2010,19207.24286,19769.22857
Week 2,27Aug2010,19208.38571,19719.02857
Week 3,03Sep2010,19273.44286,19674.40000
Week 4,10Sep2010,19304.75714,19675.47143
Week 1,17Sep2010,19297.21429,19730.78571
Week 2,24Sep2010,19271.22857,19676.55714
Week 3,01Oct2010,19274.31429,19691.82857
Week 4,08Oct2010,19331.62857,19652.38571
Week 1,15Oct2010,19259.45714,19742.01429
Week 2,22Oct2010,19252.80000,19640.78571
Week 3,29Oct2010,19311.08571,19668.04286
Week 4,05Nov2010,19375.74286,19606.80000
Week 1,12Nov2010,19310.92857,19687.37143
Week 2,19Nov2010,19409.15714,19596.25714
Week 3,26Nov2010,19375.85714,19633.77143
Week 4,03Dec2010,19343.18571,19609.81429
Week 1,10Dec2010,19365.14286,19624.20000
Week 2,17Dec2010,19365.98571,19729.84286
Week 3,24Dec2010,19360.00000,19635.35714
Week 4,31Dec2010,19384.41429,19664.72857
Week 1,07Jan2011,19352.80000,19658.64286
Week 2,14Jan2011,19379.52857,19641.41429
Week 3,21Jan2011,19304.65714,19644.60000
Week 4,28Jan2011,19370.77143,19676.04286
Week 1,04Feb2011,19341.75714,19695.67143
Week 2,11Feb2011,19869.94286,20171.15714
Week 3,18Feb2011,20343.04286,20621.07143
Week 4,25Feb2011,20207.24286,20459.20000
Week 1,04Mar2011,20199.41429,20410.50000
Week 2,11Mar2011,20696.21429,20967.58571
Week 3,18Mar2011,20728.34286,20989.54286
Week 4,25Mar2011,20724.94286,21117.57143
Week 1,01Apr2011,20752.70000,21028.97143
Week 2,08Apr2011,20690.57143,21015.08571
Week 3,15Apr2011,20788.82857,21043.27143
Week 4,22Apr2011,20754.72857,20944.61429
Week 1,29Apr2011,20435.15714,20820.77143
Week 2,06May2011,20456.10000,20809.61429
Week 3,13May2011,20469.28571,20858.72857
Week 4,20May2011,20537.48571,20986.14286
Week 1,27May2011,20363.28571,20758.34286
Week 2,03Jun2011,20400.65714,20703.00000
Week 3,10Jun2011,20396.54286,20817.81429
Week 4,17Jun2011,20462.71429,20876.28571
Week 1,24Jun2011,20483.22857,20671.20000
Week 2,01Jul2011,20400.44286,20743.68571
Week 3,08Jul2011,20458.40000,20743.62857
Week 4,15Jul2011,20419.87143,20742.85714
Week 1,22Jul2011,20458.92857,20714.32857
Week 2,29Jul2011,20335.31429,20732.81429
Week 3,05Aug2011,20394.14286,20909.91429
Week 4,12Aug2011,20514.02857,21045.85714
Week 1,19Aug2011,20586.75714,20967.25714
Week 2,26Aug2011,20672.20000,20962.41429
Week 3,02Sep2011,20671.48571,21036.31429
Week 4,09Sep2011,20720.70000,21025.04286
Week 1,16Sep2011,20722.17143,20957.54286
Week 2,23Sep2011,20633.20000,21029.71429
Week 3,30Sep2011,20691.34286,20954.58571
Week 4,07Oct2011,20717.04286,20949.51429
Week 1,14Oct2011,20723.60000,21012.37143
Week 2,21Oct2011,20735.82857,21085.30000
Week 3,28Oct2011,20821.37143,21158.05714
Week 4,04Nov2011,20837.81429,21246.81429
Week 1,11Nov2011,20800.80000,21163.82857
Week 2,18Nov2011,20790.42857,21310.88571
Week 3,25Nov2011,20790.84286,21242.94286
Week 4,02Dec2011,20876.57143,21229.15714
Week 1,09Dec2011,20857.44286,21243.81429
Week 2,16Dec2011,20886.40000,21144.82857
Week 3,23Dec2011,20885.48571,21179.52857
Week 4,30Dec2011,20828.95714,21217.50000
Week 1,06Jan2012,20691.74286,21088.60000
Week 2,13Jan2012,20898.28571,21227.75714
Week 3,20Jan2012,20774.04286,21085.41429
Week 4,27Jan2012,20821.35714,21092.60000
Week 1,03Feb2012,20854.55714,21145.74286
Week 2,10Feb2012,20761.71429,21054.84286
Week 3,17Feb2012,20624.47143,21039.67143
Week 4,24Feb2012,20638.61429,20999.61429
Week 1,02Mar2012,20716.11429,20978.37143
Week 2,09Mar2012,20787.54286,20869.31429
Week 3,16Mar2012,20675.82857,20903.37143
Week 4,23Mar2012,20718.04286,20962.55714
Week 1,30Mar2012,20702.80000,20962.52857
Week 2,06Apr2012,20777.87143,20881.52857
Week 3,13Apr2012,20745.82857,20992.55714
Week 4,20Apr2012,20764.68571,20904.68571
Week 1,27Apr2012,20760.78571,20934.68571
Week 2,04May2012,20705.38571,21034.41429
Week 3,11May2012,20730.02857,20968.94286
Week 4,18May2012,20643.18571,20981.91429
Week 1,25May2012,20677.82857,21135.88571
Week 2,01Jun2012,20600.94286,21029.78571
Week 3,08Jun2012,20737.32857,21176.32857
Week 4,15Jun2012,20730.78571,21118.65714
Week 1,22Jun2012,20710.05714,21142.71429
Week 2,29Jun2012,20671.47143,21031.60000
Week 3,06Jul2012,20707.94286,21198.62857
Week 4,13Jul2012,20631.87143,21037.21429
Week 1,20Jul2012,20692.30000,21096.28571
Week 2,27Jul2012,20736.14286,20979.20000
Week 3,03Aug2012,20573.42857,21065.17143
Week 4,10Aug2012,20804.70000,20890.12857
Week 1,17Aug2012,20831.42857,20841.42857
Week 2,24Aug2012,20611.91429,21131.81429
Week 3,31Aug2012,20565.21429,21154.35714
Week 4,07Sep2012,20482.20000,21056.72857
Week 1,14Sep2012,20608.21429,21060.60000
Week 2,21Sep2012,20651.77143,21088.37143
Week 3,28Sep2012,20689.70000,21227.41429
Week 4,05Oct2012,20683.10000,21062.32857
Week 1,12Oct2012,20637.97143,21080.85714
Week 2,19Oct2012,20644.22857,21095.45714
Week 3,26Oct2012,20620.55714,21026.37143
Week 4,02Nov2012,20682.65714,21066.62857
Week 1,09Nov2012,20619.80000,21078.47143
Week 2,16Nov2012,20645.28571,21052.00000
Week 3,23Nov2012,20588.50000,21028.18571
Week 4,30Nov2012,20638.38571,21057.92857
Week 1,07Dec2012,20671.11429,21023.97143
Week 2,14Dec2012,20587.11429,20998.90000
Week 3,21Dec2012,20745.41429,20983.41429
Week 4,28Dec2012,20633.12857,20999.45714
Week 1,04Jan2013,20680.08571,20982.00000
Week 2,11Jan2013,20602.04286,20988.81429
Week 3,18Jan2013,20669.02857,21054.11429
Week 4,25Jan2013,20640.81429,20990.90000
Week 1,01Feb2013,20639.12857,21023.90000
Week 2,08Feb2013,20715.68571,21003.80000
Week 3,15Feb2013,20673.88571,20995.27143
Week 4,22Feb2013,20725.82857,21073.75714
Week 1,01Mar2013,20722.74286,21133.51429
Week 2,08Mar2013,20784.52857,21120.62857
Week 3,15Mar2013,20744.04286,21143.47143
Week 4,22Mar2013,20763.77143,21115.35714
Week 1,29Mar2013,20750.47143,21119.57143
Week 2,05Apr2013,20687.34286,21112.62857
Week 3,12Apr2013,20656.61429,21054.20000
Week 4,19Apr2013,20747.28571,21119.28571
Week 1,26Apr2013,20660.00000,21075.41429
Week 2,03May2013,20810.77143,21065.91429
Week 3,10May2013,20762.85714,21133.42857
Week 4,17May2013,20757.12857,21147.87143
Week 1,24May2013,20738.88571,21238.62857
Week 2,31May2013,20774.07143,21184.07143
Week 3,07Jun2013,20779.60000,21229.32857
Week 4,14Jun2013,20800.40000,21184.40000
Week 1,21Jun2013,20881.77143,21284.74286
Week 2,28Jun2013,21000.02857,21335.41429
Week 3,05Jul2013,21052.74286,21475.20000
Week 4,12Jul2013,20980.30000,21368.52857
Week 1,19Jul2013,21112.58571,21235.52857
Week 2,26Jul2013,21076.14286,21197.68571
Week 3,02Aug2013,21003.88571,21176.81429
Week 4,09Aug2013,21081.55714,21126.88571
Week 1,16Aug2013,21081.17143,21128.42857
Week 2,23Aug2013,21078.02857,21149.40000
Week 3,30Aug2013,21062.95714,21181.31429
Week 4,06Sep2013,20981.60000,21196.58571
Week 1,13Sep2013,21003.90000,21207.51429
Week 2,20Sep2013,21049.62857,21172.50000
Week 3,27Sep2013,21043.47143,21172.20000
Week 4,04Oct2013,21042.12857,21210.25714
Week 1,11Oct2013,21033.41429,21190.61429
Week 2,18Oct2013,21020.88571,21209.28571
Week 3,25Oct2013,21041.97143,21162.91429
Week 4,01Nov2013,21015.54286,21218.21429
Week 1,08Nov2013,21055.20000,21183.57143
Week 2,15Nov2013,20981.72857,21183.94286
Week 3,22Nov2013,21038.70000,21150.80000
Week 4,29Nov2013,21012.67143,21226.81429
Week 1,06Dec2013,20998.64286,21214.61429
Week 2,13Dec2013,20926.01429,21287.31429
Week 3,20Dec2013,20906.25714,21303.42857
Week 4,27Dec2013,20959.27143,21353.55714
Week 1,03Jan2014,20931.78571,21322.65714
Week 2,10Jan2014,20888.97143,21225.97143
Week 3,17Jan2014,20932.22857,21278.68571
Week 4,24Jan2014,20898.24286,21292.41429
Week 1,31Jan2014,20887.78571,21312.82857
Week 2,07Feb2014,20919.68571,21226.51429
Week 3,14Feb2014,20929.08571,21262.25714
Week 4,21Feb2014,20884.74286,21282.45714
Week 1,28Feb2014,20911.95714,21290.38571
Week 2,07Mar2014,20939.70000,21256.91429
Week 3,14Mar2014,20888.11429,21277.97143
Week 4,21Mar2014,20903.35714,21275.82857
Week 1,28Mar2014,20899.84286,21284.47143
Week 2,04Apr2014,20924.68571,21249.57143
Week 3,11Apr2014,20936.45714,21248.97143
Week 4,18Apr2014,20930.77143,21320.62857
Week 1,25Apr2014,20996.81429,21212.52857
Week 2,02May2014,21005.68571,21137.67143
Week 3,09May2014,21000.12857,21217.30000
Week 4,16May2014,20961.12857,21261.92857
Week 1,23May2014,20981.35714,21272.92857
Week 2,30May2014,21030.31429,21299.80000
Week 3,06Jun2014,21019.90000,21378.91429
Week 4,13Jun2014,21035.02857,21381.38571
Week 1,20Jun2014,21171.60000,21447.85714
Week 2,27Jun2014,21162.57143,21506.62857
Week 3,04Jul2014,21075.11429,21510.60000
Week 4,11Jul2014,21066.98571,21349.28571
Week 1,18Jul2014,21052.32857,21371.02857
Week 2,25Jul2014,21105.91429,21340.72857
Week 3,01Aug2014,21090.48571,21337.37143
Week 4,08Aug2014,20940.94286,21472.87143
Week 1,15Aug2014,20933.17143,21463.95714
Week 2,22Aug2014,20973.55714,21438.11429
Week 3,29Aug2014,20934.82857,21516.47143
Week 4,05Sep2014,20949.98571,21494.61429
Week 1,12Sep2014,20895.27143,21465.81429
Week 2,19Sep2014,20958.58571,21514.90000
Week 3,26Sep2014,20972.25714,21547.04286
Week 4,03Oct2014,21019.25714,21604.54286
Week 1,10Oct2014,20950.91429,21527.55714
Week 2,17Oct2014,20944.38571,21508.51429
Week 3,24Oct2014,21018.11429,21497.52857
Week 4,31Oct2014,21090.60000,21552.32857
Week 1,07Nov2014,20986.28571,21544.15714
Week 2,14Nov2014,21013.12857,21575.45714
Week 3,21Nov2014,21122.24286,21590.05714
Week 4,28Nov2014,21107.50000,21671.17143
Week 1,05Dec2014,21051.40000,21622.71429
Week 2,12Dec2014,21159.75714,21604.12857
Week 3,19Dec2014,21137.85714,21687.34286
Week 4,26Dec2014,21265.50000,21504.21429
Week 1,02Jan2015,21200.58571,21663.61429
Week 2,09Jan2015,21078.04286,21616.78571
Week 3,16Jan2015,21049.72857,21663.35714
Week 4,23Jan2015,21039.11429,21661.02857
Week 1,30Jan2015,21039.52857,21675.75714
Week 2,06Feb2015,21075.85714,21593.41429
Week 3,13Feb2015,21047.20000,21633.77143
Week 4,20Feb2015,21079.34286,21565.87143
Week 1,27Feb2015,21057.08571,21682.47143
Week 2,06Mar2015,21046.22857,21692.58571
Week 3,13Mar2015,21101.70000,21746.81429
Week 4,20Mar2015,21231.21429,21680.65714
Week 1,27Mar2015,21210.71429,21874.34286
Week 2,03Apr2015,21369.65714,21745.68571
Week 3,10Apr2015,21364.20000,21834.98571
Week 4,17Apr2015,21374.11429,21773.70000
Week 1,24Apr2015,21566.42857,21612.14286
Week 2,01May2015,21589.28571,21647.85714
Week 3,08May2015,21660.10000,21707.24286
Week 4,15May2015,21753.57143,21802.14286
Week 1,22May2015,21781.42857,21826.42857
Week 2,29May2015,21787.14286,21830.71429
Week 3,05Jun2015,21785.71429,21832.85714
Week 4,12Jun2015,21772.14286,21821.42857
Week 1,19Jun2015,21782.14286,21815.00000
Week 2,26Jun2015,21789.85714,21835.57143
Week 3,03Jul2015,21694.54286,21916.78571
Week 4,10Jul2015,21583.12857,22030.84286
Week 1,17Jul2015,21538.85714,22102.38571
Week 2,24Jul2015,21534.15714,22086.72857
Week 3,31Jul2015,21511.88571,22169.72857
Week 4,07Aug2015,21481.62857,22147.20000
Week 1,14Aug2015,21834.42857,22492.00000
Week 2,21Aug2015,22133.97143,22772.18571
Week 3,28Aug2015,22184.18571,22825.90000
Week 4,04Sep2015,22161.92857,22811.05714
Week 1,11Sep2015,22152.97143,22794.51429
Week 2,18Sep2015,22169.45714,22803.11429
Week 3,25Sep2015,22158.11429,22800.91429
Week 4,02Oct2015,22138.51429,22797.44286
Week 1,09Oct2015,22018.92857,22557.50000
Week 2,16Oct2015,22036.27143,22567.08571
Week 3,23Oct2015,22163.01429,22605.88571
Week 4,30Oct2015,22104.11429,22596.52857
Week 1,06Nov2015,22147.71429,22607.62857
Week 2,13Nov2015,22232.85714,22627.98571
Week 3,20Nov2015,22143.84286,22822.88571
Week 4,27Nov2015,22196.17143,22790.35714
Week 1,04Dec2015,22070.87143,22682.87143
Week 2,11Dec2015,22140.27143,22673.01429
Week 3,18Dec2015,22177.94286,22714.30000
Week 4,25Dec2015,22213.30000,22710.65714
Week 1,01Jan2016,22221.14286,22706.95714
Week 2,08Jan2016,22074.64286,22740.50000
Week 3,15Jan2016,22155.15714,22612.71429
Week 4,22Jan2016,22029.70000,22679.17143
Week 1,29Jan2016,21980.10000,22514.97143
Week 2,05Feb2016,21933.07143,22452.95714
Week 3,12Feb2016,22082.85714,22570.42857
Week 4,19Feb2016,22115.92857,22599.18571
Week 1,26Feb2016,22135.61429,22614.15714
Week 2,04Mar2016,21965.60000,22586.55714
Week 3,11Mar2016,22018.44286,22515.42857
Week 4,18Mar2016,22031.72857,22607.05714
Week 1,25Mar2016,22136.92857,22493.64286
Week 2,01Apr2016,22104.55714,22566.58571
Week 3,08Apr2016,22108.88571,22601.48571
Week 4,15Apr2016,22141.48571,22545.55714
Week 1,22Apr2016,22182.60000,22468.05714
Week 2,29Apr2016,22088.10000,22508.91429
Week 3,06May2016,22144.88571,22551.60000
Week 4,13May2016,22113.00000,22566.70000
Week 1,20May2016,22125.90000,22535.32857
Week 2,27May2016,22194.90000,22596.41429
Week 3,03Jun2016,22202.04286,22589.78571
Week 4,10Jun2016,22191.01429,22612.24286
Week 1,17Jun2016,22057.95714,22610.57143
Week 2,24Jun2016,22073.48571,22560.21429
Week 3,01Jul2016,22039.45714,22621.00000
Week 4,08Jul2016,22107.21429,22577.15714
Week 1,15Jul2016,22080.11429,22695.80000
Week 2,22Jul2016,22164.82857,22540.70000
Week 3,29Jul2016,22165.27143,22398.71429
Week 4,05Aug2016,22074.85714,22592.32857
Week 1,12Aug2016,21903.35714,22597.07143
Week 2,19Aug2016,22220.18571,22448.81429
Week 3,26Aug2016,22078.82857,22693.37143
